fluidity,0.0000019293,491.995
fluidity,0.0000020579,461.887
fluidity,0.0000022049,417.915
fluidity,0.0000023745,403.131
fluidity,0.0000025723,360.072
fluidity,0.0000028062,330.481
fluidity,0.0000030868,298.24
fluidity,0.0000034298,264.468
fluidity,0.0000038585,234.8
fluidity,0.0000044097,207.081
fluidity,0.0000051447,174.784
fluidity,0.0000061736,148.618
fluidity,0.0000077170,118.321
fluidity_mpi,0.0000019293,63.6317
fluidity_mpi,0.0000020579,58.6617
fluidity_mpi,0.0000022049,53.7171
fluidity_mpi,0.0000023745,49.8113
fluidity_mpi,0.0000025723,94.0586
fluidity_mpi,0.0000028062,104.154
fluidity_mpi,0.0000030868,104.211
fluidity_mpi,0.0000034298,33.5486
fluidity_mpi,0.0000038585,31.7847
fluidity_mpi,0.0000044097,25.5136
fluidity_mpi,0.0000051447,26.9036
fluidity_mpi,0.0000061736,22.6256
fluidity_mpi,0.0000077170,16.4972
fluidity_pyop2_cuda,0.0000019293,25.0332
fluidity_pyop2_cuda,0.0000020579,24.4806
fluidity_pyop2_cuda,0.0000022049,19.1525
fluidity_pyop2_cuda,0.0000023745,28.2858
fluidity_pyop2_cuda,0.0000025723,18.0967
fluidity_pyop2_cuda,0.0000028062,17.2741
fluidity_pyop2_cuda,0.0000030868,17.8883
fluidity_pyop2_cuda,0.0000034298,14.1487
fluidity_pyop2_cuda,0.0000038585,14.0972
fluidity_pyop2_cuda,0.0000044097,12.0556
fluidity_pyop2_cuda,0.0000051447,13.204
fluidity_pyop2_cuda,0.0000061736,8.19399
fluidity_pyop2_cuda,0.0000077170,5.56232
fluidity_pyop2_mpi,0.0000019293,32.5643
fluidity_pyop2_mpi,0.0000020579,28.2908
fluidity_pyop2_mpi,0.0000022049,25.9289
fluidity_pyop2_mpi,0.0000023745,29.2632
fluidity_pyop2_mpi,0.0000025723,20.9339
fluidity_pyop2_mpi,0.0000028062,18.6338
fluidity_pyop2_mpi,0.0000030868,18.7125
fluidity_pyop2_mpi,0.0000034298,15.1705
fluidity_pyop2_mpi,0.0000038585,14.4874
fluidity_pyop2_mpi,0.0000044097,10.9089
fluidity_pyop2_mpi,0.0000051447,11.7907
fluidity_pyop2_mpi,0.0000061736,8.03823
fluidity_pyop2_mpi,0.0000077170,7.1846
fluidity_pyop2_openmp,0.0000019293,69.2636
fluidity_pyop2_openmp,0.0000020579,62.2367
fluidity_pyop2_openmp,0.0000022049,57.2371
fluidity_pyop2_openmp,0.0000023745,58.5262
fluidity_pyop2_openmp,0.0000025723,48.8049
fluidity_pyop2_openmp,0.0000028062,43.2283
fluidity_pyop2_openmp,0.0000030868,40.2024
fluidity_pyop2_openmp,0.0000034298,33.7668
fluidity_pyop2_openmp,0.0000038585,28.7891
fluidity_pyop2_openmp,0.0000044097,24.5308
fluidity_pyop2_openmp,0.0000051447,21.5238
fluidity_pyop2_openmp,0.0000061736,18.6305
fluidity_pyop2_openmp,0.0000077170,14.7344
fluidity_pyop2_seq,0.0000019293,117.795
fluidity_pyop2_seq,0.0000020579,108.995
fluidity_pyop2_seq,0.0000022049,99.593
fluidity_pyop2_seq,0.0000023745,101.049
fluidity_pyop2_seq,0.0000025723,84.0272
fluidity_pyop2_seq,0.0000028062,79.3565
fluidity_pyop2_seq,0.0000030868,71.4632
fluidity_pyop2_seq,0.0000034298,62.5239
fluidity_pyop2_seq,0.0000038585,55.4581
fluidity_pyop2_seq,0.0000044097,47.7884
fluidity_pyop2_seq,0.0000051447,42.7172
fluidity_pyop2_seq,0.0000061736,35.6908
fluidity_pyop2_seq,0.0000077170,28.5956
